Epoch,Loss,PSNR,SSIM
1,0.0012478758559589902,31.203392788257762,0.8087983411202899
2,0.0009757385605710543,31.570203694120963,0.8146696751182144
3,0.0009202159859792734,31.44455659452369,0.8145566782351069
4,0.000917720519642343,31.71390065343843,0.8172924890372356
5,0.0008949239093183832,31.241222891233114,0.8146289094413497
6,0.0008879098612864627,31.076252304910618,0.8127595441863683
7,0.0008733108328329182,31.760848972735115,0.8182865862402096
8,0.0008723190108872372,31.791361721442613,0.8188898598147321
9,0.0008696890229885612,31.785300969672832,0.8187836706214405
10,0.0008748527828895483,31.406466180731428,0.8170795948118776
11,0.0008652497169421449,31.76255890770024,0.8185937940904799
12,0.0008627624353799962,31.783713528743647,0.819011030249711
13,0.000863643589714452,30.686972633764313,0.815428532119496
14,0.0008687582281122074,31.796509365283736,0.8185993074353355
15,0.0008585487165050928,31.614719347071876,0.818853258493106
16,0.0008548961140834,31.813836183715573,0.8190767740881121
17,0.0008680742313699529,31.78985443567727,0.8187041347091263
18,0.0008569783094480168,31.720750310840167,0.8188480513533352
19,0.0008618877072038058,31.82643160578198,0.8196415156337987
20,0.0008568728123052597,26.66005385928718,0.8004598133848877
21,0.0008611852006636317,31.813013161643767,0.8183540686604648
22,0.0008519862855692272,31.836617652337967,0.8196221707470895
23,0.0008547772355616082,31.77750794564979,0.8190826651127545
24,0.0008515001327540178,31.806452742659236,0.819466047147938
25,0.000855201512872646,31.075271950257015,0.8163784537596859
26,0.0008561719559735028,31.788553129765546,0.819271342259213
27,0.0008543585296738404,31.776670966569746,0.8189334101646418
28,0.0008503173874505749,31.685489483817907,0.8193945089834682
29,0.0008473389723858889,31.8250276871927,0.819861041193836
30,0.000851328837712252,31.80632753284232,0.8192643426136136
31,0.0008519250415691634,31.822690995135904,0.8194058324670046
32,0.0008471763228503116,31.813107448705345,0.8188399218478549
33,0.0008475950846995244,31.626475663669943,0.8181802997972345
34,0.0008440016812098636,31.809126055070116,0.8195903722626047
35,0.0008530202763360926,31.775598186224855,0.8192574614990148
36,0.0008539897846465003,31.84991395992741,0.8192952030244287
37,0.0008485571109927949,31.84895540504344,0.8198864896639991
38,0.0008495380085279258,31.848232886069173,0.8198565046275154
39,0.0008510768057682276,31.857225671274296,0.8200955945007492
40,0.0008440317657673286,31.853600415637317,0.8201232520309655
41,0.0008441088563354858,31.85917382141511,0.8199076909004879
42,0.0008447662138707255,31.803536305567338,0.8196258721277012
43,0.0008460798302524719,31.837050047010017,0.8190713691423153
44,0.0008455396847619219,31.805238614834792,0.8200409503105185
45,0.0008450549904108436,31.857906258019778,0.8197553649141982
46,0.0008407930522967966,31.862202656344497,0.8197579789127768
47,0.0008456506819087636,31.84148819864729,0.8195303041344856
48,0.0008488483375069378,31.806129218287683,0.8192384215455984
49,0.000848763505070882,31.855767010658973,0.820104696884603
50,0.0008429835766092327,31.85993183276355,0.8200279288152882
51,0.0008455159753516022,31.87328173693194,0.8203235413577106
52,0.0008454294188569457,31.797554213399156,0.8195506667938205
53,0.0008417007710995572,31.71794528170345,0.8189493282506002
54,0.0008445435413267416,31.843851556595624,0.8197660736559464
55,0.0008496191488366906,31.83505094644399,0.8197382945848224
56,0.0008417937928549851,31.84276056230244,0.8200318700982361
57,0.0008457569471342119,31.693390006287117,0.8185564559350482
58,0.0008495625532664064,31.82138101988413,0.8194029661025296
