Epoch,Loss,PSNR,SSIM
1,0.0004351226172517791,34.827113360240126,0.9163415380256783
2,0.0004355185396311347,34.92545550612386,0.9166111010067154
3,0.0004341319302328221,34.96629793377779,0.9174512026150569
4,0.0004380052552953271,34.97303694770413,0.9176175142419796
5,0.0004376758987228491,34.96375749720095,0.9176664528348198
6,0.0004374449099632277,34.80841592172011,0.9167305297651467
7,0.00043588472833332924,34.92772253194793,0.9171301308770268
8,0.0004367928398694003,34.894735639676014,0.917382905103404
9,0.00044114747826827516,34.96111509725853,0.917100728957107
10,0.00043876959179718427,34.95749673463435,0.9171564578162148
11,0.00043290998094022454,34.97080358584698,0.9176365756886782
12,0.0004366860521746296,34.962427873946076,0.9174870526892362
13,0.0004364951917909886,34.956807648426896,0.9175258173711948
14,0.0004371768792289554,34.966948352123495,0.9175646030801119
15,0.0004355205294626965,34.95026248407869,0.9173855243587222
16,0.00043593796078498245,34.44521740378645,0.9165981584897591
