Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,1.0,0.01370494426855474,4.4225273683995925e-34,4.26659028517782e-34,34.97314355880321,0.9196397157685346
2,1.0,0.013683746200221288,7.69358038895905e-40,2.641890848879183e-39,34.989715363967704,0.9195941614138113
3,1.0,0.01371231069191163,8.644232955884211e-38,3.9770036271295347e-35,34.97469553351207,0.9200300734548447
4,1.0,0.013714895284263636,1.6851285160280693e-32,4.739975884883961e-34,34.80275478235083,0.9188777480067772
5,1.0,0.01369472322871463,0.0,0.0,34.922464413753275,0.9193427259603232
6,1.0,0.013692088884983201,7.694119573878534e-42,0.0,35.00119472030378,0.9196967510546254
7,1.0,0.013679725835193753,1.9364139807627145e-40,2.2639939720514706e-41,34.99981481510507,0.9197010813787008
8,1.0,0.013641426266642068,2.81309418451073e-38,9.396516491414173e-39,34.90885636755951,0.9187211296382025
9,1.0,0.013719753049829336,4.5956446127936295e-35,7.930413123599358e-36,34.62329549005168,0.9186894008055181
10,1.0,0.013692083951523286,1.3254266748669693e-31,1.8822585194218587e-31,34.95833297250314,0.9193456005914452
11,1.0,0.013657504083422315,9.59118115195485e-39,4.777496054132831e-39,34.99412897889861,0.9196712272943847
12,1.0,0.013689942378013983,1.1593102591346388e-26,2.340036068783571e-30,34.99442106851174,0.9198990399349126
13,1.0,0.013665550790649305,2.4012056043361854e-41,7.424016266136848e-42,34.940516114099424,0.9194960162615878
14,1.0,0.01363903693848099,1.6730848945076544e-19,5.0610390232462034e-20,35.00600185341504,0.9197976841865528
15,1.0,0.013639381192443404,1.7580100788197282e-37,9.154834482274216e-39,34.926903906575866,0.9196952747586442
16,1.0,0.013650443433261925,1.7179352384723705e-35,6.120672406001353e-35,35.006425392531575,0.9196589287280358
17,1.0,0.013671399592133426,5.2171039067699557e-39,1.0756215946529189e-39,35.0056626575237,0.919166872503069
18,1.0,0.013635792856585095,2.0974565190569277e-32,7.959953101165851e-33,34.96594616046556,0.9196529407928543
19,1.0,0.013666978937316073,1.6847168041914942e-25,3.186388107874586e-26,34.99626782868991,0.919656938246609
20,1.0,0.013662532037654114,2.8321249173715395e-30,1.2744413555835342e-30,35.01501882954828,0.9194480396944971
21,1.0,0.01366217296881875,4.440777900597728e-35,2.5703191843871795e-35,34.96137085092082,0.9190742787222774
22,1.0,0.013641256422793456,3.6677575552891944e-36,1.2001044690967838e-37,34.78980093204585,0.9200549407585247
23,1.0,0.013647994680950144,5.189274622940136e-32,5.769163127415223e-34,34.97703914119378,0.9197135452355972
24,1.0,0.013647218452335767,1.2621800605123475e-32,1.2112502791735871e-32,34.993291210637366,0.9190894280524545
25,1.0,0.013666795400542983,4.713491576357518e-40,3.099409712019691e-43,35.005389071546674,0.9195292064678957
