Epoch,Loss,PSNR,SSIM
1,0.007244402090952333,40.05633560253056,0.9210428328514099
2,0.007233319450103279,39.41238486170911,0.921444619349071
3,0.007236829116674406,39.87313914008937,0.9204715776443482
4,0.007224795627906652,40.0422318619714,0.9218876258986337
5,0.007232923239768882,39.75193789702577,0.9173794214044299
6,0.007231063966905432,39.96490423095504,0.920519937651498
7,0.007224403941238832,39.977806671042146,0.9213505335535322
8,0.007227386090904475,39.953627754849265,0.9200972262450627
9,0.007227351412077301,40.068929983049,0.9212622505256108
10,0.007234919073259724,39.38610890711572,0.9201197860581535
