Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.004327316555304933,0.015985373857294233,0.9981920180373891,0.0017573635216270003,34.01230440442549,0.9075788925077295
2,0.004077144415586306,0.015524104225076198,0.998654521862112,0.001974410440422823,34.06139455754554,0.9079161696294972
3,0.002226940027315883,0.01542234739496021,0.9994268204107001,0.0014507924876284613,34.330854376600875,0.9129124019257884
4,0.002375251260195614,0.01516394452936679,0.9982417361568764,0.0003399592331228245,34.456278026192074,0.9126641264087275
5,0.002710567307172431,0.015039558673441217,0.9978453104699729,0.0003664481987123465,34.48672208192035,0.9129700108323973
6,0.00047511865295340864,0.014946861768957303,0.9995994756998412,3.525208413175059e-06,34.50803939262811,0.9124891247976555
7,0.0005311241540099123,0.014815992758017548,0.9996701254452209,9.387778381936097e-05,34.57528828401412,0.9139618253385698
8,0.0003269130474115719,0.014730887882772468,0.9997716284493892,6.875529133805324e-05,33.72865904897249,0.9124627368972448
9,3.313428413505977e-08,0.014642419821719614,0.9999999672603882,3.7559300921998394e-10,34.56673815730858,0.9138368374083833
10,0.0017703910546970644,0.014633588495621356,0.9996922656840052,0.000914685044286625,34.68588028702883,0.9150789206261994
11,0.0003044411310713904,0.014561234824849233,0.9997100010876058,4.2074504401868955e-09,34.658440139009656,0.9153055697467555
12,0.0016614180345190326,0.014550129375058181,0.9994759452884872,0.0010441315349957155,34.608185156026074,0.9154215030276759
13,0.003144882412943402,0.01448326931628251,0.9989690294520265,0.0014063667238156977,34.71852514077774,0.91579983897433
14,0.001843131955044542,0.014440613974158193,0.9990155506012643,0.0005079083895822828,34.74390216297748,0.9155902243610127
15,0.0008592950743437265,0.014367372394332754,0.9993130339244909,7.212125111632321e-05,34.72633266934941,0.9156149337929309
16,0.00014422010377639213,0.014426776525793968,0.9999998860898553,0.00014409971096428171,34.61839671077669,0.9152167847705939
17,0.0013420939134084686,0.014330299793687577,0.9991930008567145,0.00028895011286424687,34.735552508891494,0.9161038637415613
18,0.17116832995347275,0.014103838355348898,0.9998802910234125,0.17063064139663947,34.56278717316695,0.912608947260451
19,6.146821370393009e-08,0.014370261297778627,0.9999999451620091,6.116449432186004e-09,34.80890156984786,0.9164187205295644
