Epoch,Loss,PSNR,SSIM
1,0.030121230720126364,29.96971644259589,0.7674476148648078
2,0.022616504405501704,30.927827759309928,0.7979666308776753
3,0.02088476085997796,31.018519577774665,0.8070894370801418
4,0.02014608057142002,31.34502156847677,0.8122788205170529
5,0.01976132411704337,31.51913646808323,0.8146722646983894
6,0.019460930043371173,31.446118291474306,0.8169232703543998
7,0.019320218486077977,31.64081453143483,0.8178828261994027
8,0.019189804516563606,31.614540965012257,0.8179917001028997
9,0.019051073064158004,31.747344455496563,0.8191029830050163
10,0.0189532947350127,31.778777367071612,0.8192286465534275
11,0.01893269580115245,31.58256560697668,0.8183676490234277
12,0.018811800376336313,31.65693104570886,0.8182712269795908
13,0.018825018637402987,31.77170528366259,0.8183837655937011
14,0.01872931325241859,31.83340268990296,0.8201883010470851
15,0.018730575973483377,31.648657038141963,0.8202185635885507
16,0.018607911283938048,31.72305264171042,0.8198660494677542
17,0.01864686348691572,31.81990991963314,0.8200694133513005
18,0.018593992920953414,31.67073760568862,0.8186404879707022
19,0.01854410376889572,31.813620753465884,0.8196984106412484
20,0.018601555179707942,31.858280898146717,0.8209512900576992
21,0.018559767817474516,31.52643396112491,0.8198165607825452
22,0.01852855319116984,31.8066856652845,0.8205003735435806
23,0.018550534342430394,31.85203186526442,0.8211785959739604
24,0.018503319805216915,31.862849321627188,0.8207790959271394
25,0.018480307790276297,31.758808113425484,0.8206267860502132
26,0.01853030091594443,31.87987891803086,0.8212500903463974
27,0.018526457989405873,31.86950165337773,0.821088302779842
28,0.018458200212076885,31.69974267570594,0.8209437845356943
29,0.018506797071028317,31.811044539058244,0.821879131059728
