Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,0.019729407610126,0.01831862815643343,0.9904431056068542,0.008168063195835792,37.143158406670004,0.8602219408783833
2,0.0027897212254024964,0.011476961729793827,0.9987097090158517,0.0009295805827038752,38.909676038350064,0.90032993098877
3,2.496892047873409e-06,0.010426766977228608,0.9999986258949147,8.230410511778967e-07,39.4898519259219,0.9124620357039255
4,0.46200082251020635,0.009550469731080504,0.9995375062737049,0.4615170197875527,39.59641404310608,0.910437202486912
5,1.0,0.008831364398879807,1.0,1.0,39.38097994419114,0.908445257381354
6,1.0,0.008746902687923474,1.0,1.0,39.87930427853285,0.9182975457034297
7,1.0,0.008660735547390469,1.0,1.0,39.57930093528382,0.912031767588088
8,1.0,0.008598020423050511,1.0,1.0,39.94077871756008,0.9191489975545659
9,1.0,0.008567290857010733,1.0,1.0,39.87021977868792,0.9173638262895233
10,1.0,0.008562791244117435,1.0,1.0,39.919863945099806,0.9184553832981174
11,1.0,0.008482997350339019,1.0,1.0,39.96182087889599,0.9205269212496348
12,1.0,0.008522801534782697,1.0,1.0,40.03065942130447,0.9209709039280535
13,1.0,0.008458907776189295,1.0,1.0,40.0073348213408,0.9184422316497931
14,1.0,0.008435958380016404,1.0,1.0,40.03802887396095,0.9189243156816707
15,1.0,0.008455896675508874,1.0,1.0,40.01598515447169,0.9175951797202979
16,1.0,0.008422404169526212,1.0,1.0,40.03310214303086,0.9186026064377257
17,1.0,0.008419290976482802,1.0,1.0,39.97385189703544,0.9205179585757868
18,0.9999999999912615,0.00839042742110613,1.0,0.9999999999912615,40.06923136239415,0.9191311646107189
