Index,Image_name,PSNR,SSIM
1,data_100.png,40.69501164,0.923476219
2,data_10015.png,40.09437077,0.915748119
3,data_10016.png,39.55657878,0.907942176
4,data_10017.png,39.14747351,0.906786442
5,data_10018.png,40.08096929,0.91712749
6,data_10019.png,40.90830559,0.924120545
7,data_10020.png,41.05676107,0.927020013
8,data_10021.png,40.73251895,0.923745573
9,data_10022.png,38.39631248,0.900261581
10,data_10023.png,37.71973893,0.887285233
11,data_10024.png,39.92727185,0.913878322
12,data_10025.png,39.92572156,0.915531993
13,data_10026.png,41.2454084,0.92986846
14,data_10027.png,41.1912106,0.927759588
15,data_10028.png,40.17830394,0.919724107
16,data_10029.png,40.22580591,0.915975749
17,data_10030.png,39.59668305,0.907660007
18,data_10031.png,37.53443385,0.881177902
19,data_10032.png,40.54625845,0.92480123
20,data_10033.png,40.91198529,0.931862354
21,data_101.png,40.43553453,0.919267178
22,data_102.png,41.00991565,0.923692942
23,data_103.png,40.59821841,0.921651781
24,data_104.png,40.61786599,0.918982983
25,data_10421.png,38.61730673,0.901246905
26,data_10422.png,39.3437179,0.910967946
27,data_10423.png,40.52593442,0.920743406
28,data_10424.png,41.53856292,0.93272537
29,data_10425.png,41.12710658,0.928941011
30,data_10426.png,40.68406273,0.924554348
31,data_10427.png,40.72188951,0.925252318
32,data_10428.png,39.60620888,0.913662672
33,data_10429.png,38.97903323,0.905867457
34,data_10430.png,41.39141329,0.931176364
35,data_10431.png,41.19479781,0.927951813
36,data_10432.png,41.92263007,0.935398102
37,data_10433.png,41.22054684,0.930079162
38,data_10434.png,41.46075563,0.930197239
39,data_10435.png,41.02853397,0.924479842
40,data_10436.png,38.9148557,0.902040601
41,data_10437.png,40.03974972,0.911604285
42,data_10438.png,40.90403282,0.925624847
43,data_10439.png,41.23724356,0.929566741
44,data_10440.png,41.28874277,0.929746151
45,data_10441.png,40.93283141,0.92428869
46,data_10483.png,38.41883859,0.884528875
47,data_10484.png,38.62022045,0.894379616
48,data_10485.png,39.93408802,0.915734053
49,data_10486.png,40.47735787,0.91998136
50,data_10487.png,38.19845178,0.890104234
51,data_10488.png,39.3226225,0.906479597
52,data_10489.png,39.17521458,0.90326798
53,data_10490.png,39.08252059,0.904898167
54,data_10491.png,38.62497695,0.90282321
55,data_10492.png,40.69962061,0.923210979
56,data_10493.png,40.32961341,0.921520889
57,data_10494.png,39.30641799,0.905868888
58,data_10495.png,39.45102788,0.909638882
59,data_10548.png,41.12970713,0.927718163
60,data_10549.png,40.98580087,0.925368488
61,data_10550.png,38.44434792,0.90127933
62,data_10551.png,39.44529852,0.907833338
63,data_10552.png,41.8311541,0.932848454
64,data_10553.png,40.82050082,0.924256682
65,data_10554.png,40.52937674,0.918489099
66,data_10555.png,40.85258446,0.923335433
67,data_10556.png,40.3301323,0.917550087
68,data_10557.png,40.89677064,0.923805892
69,data_10558.png,40.77364924,0.923079491
70,data_10559.png,41.0449608,0.929510057
71,data_10560.png,41.62817665,0.932506084
72,data_10561.png,39.66704319,0.91468811
73,data_10562.png,38.82772766,0.896582305
74,data_10563.png,41.36081137,0.929426193
75,data_10564.png,41.21468376,0.928391337
76,data_10565.png,38.94290366,0.905098319
77,data_10566.png,41.08222326,0.931545138
78,data_10567.png,41.85720894,0.934762001
79,data_10568.png,41.34773076,0.927562237
80,data_10569.png,41.02558745,0.926038027
81,data_10570.png,41.33255251,0.929470897
82,data_10571.png,40.30718719,0.922432423
83,data_10572.png,40.21544886,0.922587335
84,data_10573.png,39.65377791,0.91398108
85,data_10574.png,40.77283855,0.927390277
86,data_10575.png,39.78844145,0.912789702
87,data_10576.png,39.78149476,0.915308356
88,data_10577.png,40.44191103,0.922349811
89,data_10578.png,39.9388784,0.917819142
90,data_10579.png,39.72709763,0.916678071
91,data_10580.png,41.05098414,0.928617358
92,data_10581.png,40.89004501,0.928483963
93,data_10582.png,40.14990913,0.91646117
94,data_10583.png,39.65820386,0.912618876
95,data_10584.png,39.94464945,0.921151996
96,data_10585.png,38.80026536,0.90640521
97,data_10586.png,38.55284231,0.907167614
98,data_10587.png,40.46432476,0.924681842
99,data_10588.png,39.12216268,0.913999498
100,data_10589.png,38.13427276,0.894405723
101,data_10590.png,39.30878572,0.909070849
102,data_10591.png,39.06782842,0.910353899
103,data_10592.png,37.28802399,0.885037363
