Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,1.0000267864132477,0.0005289698327347488,0.9991047264347845,0.9990397270371659,34.657944987898325,0.9122580407269479
2,1.000000600469559,0.0005270142708405579,0.9999942840090402,0.9999951042256369,34.671969089051075,0.9137726368470008
3,0.9965164998165125,0.0006297435012422981,0.9071825001098924,0.9025096836883671,34.676997829304284,0.9143944828642551
4,0.9893790522123276,0.0006735991895021977,0.8935218976193271,0.8791322050761077,34.66065185008412,0.9137058480196284
5,0.9727571330599551,0.0007359859947257682,0.8619101950775306,0.8298638492135562,34.29272914576818,0.9065566343145384
6,0.95517600595264,0.00087156066450502,0.773602313632065,0.7226272515415801,33.44888119533423,0.8935045465551433
7,0.939871009059186,0.0008708500233781834,0.778805178064606,0.7121401341186476,34.42160416571026,0.9089667199346453
8,0.9074061965306829,0.0009374582240428364,0.7759383145773445,0.6762526722909394,33.673574682264785,0.8941484537945363
9,0.8894125090463643,0.0011500948141385395,0.5965326638168671,0.47798117817546043,33.17376816067409,0.8872698841359503
10,0.9150011944201474,0.0014389797150813192,0.3615737426308896,0.26646471718507897,34.01150080423565,0.9060411441377013
11,0.9060561583027548,0.001331420477044984,0.4777188809704077,0.37365562400482377,33.941235512851435,0.9025374685717511
12,0.8482181010276677,0.0011839394868635512,0.64326137174935,0.4837555941602114,34.410712453101375,0.9099169070401877
13,0.8774434007733067,0.001451129992142538,0.4311998495975258,0.2985880061020893,32.41832585401235,0.8880829072609057
14,0.8411859912190651,0.0013567710056261364,0.5371405836494109,0.3679137504467596,32.605756937209875,0.883942370945495
15,0.8179912941596296,0.0013586578687987136,0.5428341881565658,0.3525211152807982,31.35802796159453,0.8491021126805465
