Epoch,Loss,PSNR,SSIM
1,0.012569154336107814,34.88680720175114,0.9188200142949947
2,0.012480117959877536,34.938083667558246,0.9193559504759261
3,0.012527901482243649,34.97865340774069,0.9194138586775507
4,0.012489143060084154,34.90784924086712,0.9190013862266649
5,0.012529046030383644,34.970318492825086,0.9193703086243924
6,0.012560144229624313,34.984441296926015,0.9196299874935178
7,0.012512439113245842,34.93725440671258,0.9195137090058958
8,0.01250476556905929,34.94411196555765,0.9193462095253837
9,0.01249653197679352,34.94168595048399,0.9192870345766819
10,0.012511813507807208,35.0091845840115,0.9193121582312062
11,0.012513995353704163,34.9455735110913,0.9188887220443058
12,0.012485208533877395,34.83986506465741,0.9191258942249998
13,0.01248128649269389,35.007333602379106,0.9196200988031553
14,0.012519044697758412,34.934189053256645,0.9192979749541195
15,0.012462318504547234,34.97829522042995,0.9194690778024844
16,0.012553048858376117,34.98540121464544,0.9195324182510376
17,0.012479712573042466,34.9441897414066,0.919260350603128
18,0.01252227818146509,34.92963024050666,0.9190892852726227
19,0.01250328591787216,34.99411756350336,0.9195315869230973
20,0.012509473469725646,35.00858429781407,0.9195611773225695
21,0.012497013334992747,34.95987603495288,0.9194648455335609
22,0.01251561664372296,34.99706811603388,0.9195020886013552
23,0.012473788842430032,35.00239055167948,0.9192646638427995
24,0.012480338317139466,35.00236541847711,0.9196928809920212
25,0.012511649762813045,34.98720708824508,0.9192867156960717
26,0.012463071482304366,34.9261338964963,0.9197771739993631
27,0.0125038792633838,34.96713687076482,0.919294881617192
28,0.012485551298830808,35.009883140403566,0.9197266840324293
29,0.012488242438779634,35.010707011499996,0.9195720583921136
30,0.012489596693991262,35.00041631456981,0.9196224345336768
31,0.01250159118001776,34.97914262433264,0.9193125884783896
32,0.012513941692917068,34.92632146688769,0.9195903236971132
33,0.012481205326488902,34.99431564992845,0.9197554033816624
34,0.012506634979146487,34.99128057913631,0.9195825036185904
35,0.012475725477702261,34.987727621624344,0.9194794929298873
36,0.012506943928837368,35.00880548315144,0.919616603071286
37,0.012503327865902367,35.015549404141126,0.9196308800794322
38,0.012496669966189368,34.95985200813204,0.9189796529148585
39,0.012516868461637357,34.93487595129252,0.9189751461084672
