Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM
1,1.0,0.005316492709297953,8.89995505839369e-12,8.110649089799438e-12,42.45318736170947,0.973438625574112
2,1.0,0.005321204623639849,6.244803136262791e-12,6.6290979789133335e-12,44.7971934786254,0.9784384425708226
3,1.0,0.0053115598050810925,7.296033813421113e-12,7.670544110128807e-12,44.64197021596458,0.9787849108832223
4,1.0,0.005297272296090211,2.0344968396976348e-12,2.158803613439835e-12,45.21611863904376,0.9793724201747349
5,1.0,0.005304972299973347,2.171340020377772e-12,2.2480088528903334e-12,44.5772623167572,0.9790224410465785
6,1.0,0.00529904721976657,1.682972696277911e-12,2.20021665591797e-12,44.721341672619005,0.9785044027056012
7,1.0,0.005271366886528475,2.600503081828099e-13,3.057074372934154e-13,45.22083190302724,0.9794291298730032
8,1.0,0.005271933031068848,2.679604647965453e-12,2.8380125564573687e-12,45.33515974846967,0.9793546574456351
9,1.0,0.005226687034359202,3.642765299038245e-13,3.839553899138192e-13,45.31727726831245,0.9794275536877768
10,1.0,0.005250203385283905,5.261568560532712e-13,5.031375435214716e-13,45.0638792897421,0.979013079404831
11,1.0,0.005268512724599402,1.0595777984619594e-12,1.0327738682960306e-12,45.338334006891294,0.9794886184760503
12,1.0,0.005255739243235439,2.408030494878281e-13,2.4424858631241016e-13,45.31827948715752,0.9796425104822432
13,1.0,0.005229395596011143,2.9891514696859935e-12,2.966782618431105e-12,42.04524215303631,0.9765230273859842
14,1.0,0.0052365379640832545,3.180071508809026e-13,3.353947845399674e-13,45.26866274709594,0.9793906967980521
15,1.0,0.005224661637130859,2.445268125100654e-12,2.9514971607134196e-12,45.161349584083574,0.9796686577796936
16,1.0,0.005216201071693961,1.9444091798156247e-13,1.9327066086046507e-13,44.74441129496072,0.9793014231068747
17,1.0,0.005212087299541703,5.547211642548542e-13,5.461559876618204e-13,45.403085007239035,0.9796860468387604
18,1.0,0.0051940569054734495,1.471319375492899e-12,1.635813343881577e-12,44.89024971330081,0.9781999381269727
19,1.0,0.005217296473914757,1.5648593100712733e-11,1.3861811892645825e-11,43.42537562426435,0.9753372763906206
20,1.0,0.005208655444938423,3.9929526316207364e-12,4.377850071694058e-12,45.140064409534524,0.979594678231648
21,1.0,0.005194605465545984,2.032970724548021e-12,2.3094604487946633e-12,45.33962905737521,0.9796323260920389
22,1.0,0.005193137518695688,2.821332376952331e-12,2.0244428193192146e-12,39.802744101710324,0.9735483659676143
23,1.0,0.0051742323964634645,2.6481951220597505e-12,3.0522820988681944e-12,45.48012481488618,0.9796712562016079
